iter	Passed	Remaining
774	4186	49837
775	4191	49822
776	4196	49815
777	4203	49823
778	4209	49822
779	4213	49806
780	4219	49803
781	4223	49788
782	4227	49768
783	4232	49758
784	4238	49749
785	4242	49736
786	4248	49732
787	4253	49720
788	4257	49708
789	4262	49697
790	4267	49680
791	4271	49665
792	4276	49656
793	4282	49650
794	4287	49638
795	4292	49630
796	4297	49623
797	4302	49614
798	4307	49600
799	4312	49592
800	4317	49589
801	4323	49580
802	4327	49562
803	4331	49548
804	4337	49539
805	4341	49522
806	4347	49520
807	4351	49504
808	4355	49487
809	4360	49475
810	4365	49466
811	4370	49458
812	4376	49451
813	4381	49441
814	4384	49415
815	4390	49419
816	4397	49426
817	4402	49414
818	4408	49420
819	4414	49425
820	4420	49425
821	4426	49427
822	4433	49431
823	4439	49437
824	4446	49454
825	4453	49460
826	4459	49469
827	4465	49460
828	4472	49481
829	4478	49473
830	4484	49479
831	4491	49488
832	4496	49487
833	4506	49530
834	4513	49543
835	4520	49557
836	4526	49557
837	4533	49564
838	4539	49571
839	4546	49575
840	4552	49578
841	4558	49580
842	4564	49582
843	4570	49586
844	4575	49575
845	4581	49573
846	4586	49559
847	4590	49544
848	4595	49531
849	4601	49537
850	4606	49524
851	4612	49519
852	4617	49513
853	4622	49505
854	4627	49493
855	4632	49488
856	4638	49482
857	4642	49469
858	4647	49460
859	4653	49457
860	4659	49460
861	4665	49455
862	4671	49455
863	4676	49454
864	4683	49464
865	4689	49456
866	4694	49454
867	4700	49452
868	4705	49444
869	4711	49441
870	4716	49430
871	4721	49420
872	4725	49408
873	4730	49397
874	4737	49401
875	4743	49400
876	4748	49392
877	4753	49385
878	4758	49381
879	4763	49369
880	4768	49357
881	4774	49354
882	4779	49351
883	4784	49341
884	4790	49336
885	4795	49329
886	4800	49317
887	4805	49306
888	4810	49299
889	4815	49289
890	4821	49290
891	4826	49283
892	4831	49276
893	4837	49271
894	4842	49263
895	4847	49257
896	4852	49247
897	4857	49239
898	4863	49234
899	4868	49230
900	4874	49228
901	4879	49220
902	4886	49224
903	4892	49232
904	4898	49225
905	4903	49223
906	4909	49214
907	4913	49204
908	4919	49197
909	4924	49186
910	4929	49177
911	4935	49180
912	4940	49174
913	4945	49157
914	4950	49153
915	4955	49140
916	4959	49127
917	4966	49130
918	4971	49122
919	4976	49116
920	4981	49108
921	4986	49097
922	4992	49102
923	4998	49095
924	5003	49087
925	5008	49074
926	5013	49067
927	5018	49060
928	5024	49058
929	5029	49052
930	5034	49042
931	5039	49032
932	5044	49027
933	5050	49021
934	5054	49007
935	5059	48994
936	5065	48992
937	5070	48987
938	5075	48977
939	5081	48980
940	5087	48976
941	5092	48969
942	5099	48974
943	5103	48962
944	5110	48964
945	5115	48960
946	5120	48950
947	5125	48945
948	5131	48940
949	5137	48942
950	5143	48941
951	5149	48945
952	5155	48944
953	5161	48944
954	5167	48941
955	5172	48931
956	5178	48933
957	5183	48928
958	5189	48920
959	5194	48914
960	5200	48913
961	5204	48898
962	5210	48899
963	5216	48895
964	5221	48889
965	5227	48883
966	5232	48876
967	5237	48865
968	5242	48859
969	5248	48856
970	5253	48846
971	5258	48845
972	5264	48842
973	5269	48834
974	5276	48838
975	5282	48838
976	5287	48836
977	5292	48826
978	5297	48815
979	5303	48810
980	5308	48803
981	5313	48792
982	5318	48789
983	5323	48778
984	5328	48771
985	5335	48772
986	5341	48774
987	5345	48762
988	5351	48755
989	5356	48751
990	5361	48741
991	5366	48732
992	5371	48721
993	5375	48708
994	5380	48695
995	5385	48688
996	5390	48674
997	5394	48660
998	5399	48653
999	5404	48638
1000	5409	48631
1001	5413	48615
1002	5418	48603
1003	5423	48595
1004	5432	48618
1005	5438	48619
1006	5443	48609
1007	5447	48595
1008	5453	48590
1009	5457	48580
1010	5462	48571
1011	5468	48570
1012	5472	48551
1013	5477	48541
1014	5483	48539
1015	5488	48530
1016	5493	48520
1017	5498	48517
1018	5504	48510
1019	5508	48497
1020	5513	48489
1021	5519	48484
1022	5523	48470
1023	5528	48462
1024	5534	48456
1025	5538	48444
1026	5543	48434
1027	5548	48426
1028	5553	48416
1029	5558	48407
1030	5564	48403
1031	5569	48395
1032	5573	48382
1033	5578	48368
1034	5583	48360
1035	5588	48351
1036	5593	48341
1037	5597	48330
1038	5602	48316
1039	5606	48302
1040	5611	48293
1041	5616	48283
1042	5621	48275
1043	5626	48269
1044	5631	48258
1045	5635	48241
1046	5640	48234
1047	5645	48227
1048	5651	48220
1049	5656	48211
1050	5660	48201
1051	5666	48197
1052	5671	48189
1053	5676	48181
1054	5681	48172
1055	5686	48163
1056	5691	48158
1057	5696	48148
1058	5703	48152
1059	5708	48144
1060	5713	48133
1061	5717	48123
1062	5722	48114
1063	5728	48111
1064	5733	48104
1065	5738	48097
1066	5743	48084
1067	5748	48074
1068	5752	48063
1069	5757	48050
1070	5762	48041
1071	5767	48030
1072	5771	48019
1073	5776	48006
1074	5780	47993
1075	5785	47984
1076	5790	47973
1077	5794	47959
1078	5799	47948
1079	5804	47944
1080	5809	47932
1081	5813	47919
1082	5818	47908
1083	5823	47897
1084	5828	47889
1085	5833	47885
1086	5839	47879
1087	5844	47870
1088	5849	47868
1089	5855	47865
1090	5860	47859
1091	5866	47854
1092	5871	47844
1093	5875	47833
1094	5880	47825
1095	5885	47818
1096	5890	47806
1097	5895	47800
1098	5900	47790
1099	5905	47779
1100	5910	47770
1101	5914	47759
1102	5919	47749
1103	5924	47738
1104	5929	47731
1105	5934	47721
1106	5938	47707
1107	5943	47696
1108	5948	47687
1109	5953	47680
1110	5958	47672
1111	5963	47666
1112	5968	47654
1113	5972	47644
1114	5978	47637
1115	5983	47629
1116	5988	47621
1117	5993	47613
1118	5998	47604
1119	6003	47598
1120	6008	47593
1121	6013	47581
1122	6018	47573
1123	6022	47557
1124	6027	47550
1125	6032	47543
1126	6037	47537
1127	6043	47532
1128	6048	47528
1129	6053	47520
1130	6059	47516
1131	6064	47509
1132	6069	47501
1133	6075	47500
1134	6080	47491
1135	6085	47482
1136	6090	47472
1137	6094	47462
1138	6100	47456
1139	6105	47448
1140	6110	47442
1141	6115	47438
1142	6120	47428
1143	6126	47423
1144	6130	47414
1145	6135	47406
1146	6141	47405
1147	6146	47397
1148	6152	47390
1149	6156	47381
1150	6161	47373
1151	6166	47362
1152	6171	47353
1153	6175	47339
1154	6180	47329
1155	6185	47321
1156	6190	47317
1157	6195	47306
1158	6200	47299
1159	6206	47294
1160	6210	47283
1161	6215	47275
1162	6221	47270
1163	6225	47261
1164	6230	47252
1165	6235	47241
1166	6240	47231
1167	6245	47223
1168	6250	47214
1169	6255	47207
1170	6260	47204
1171	6266	47199
1172	6270	47187
1173	6275	47177
1174	6280	47170
1175	6285	47164
1176	6291	47160
1177	6296	47152
1178	6301	47147
1179	6305	47133
1180	6310	47124
1181	6316	47122
1182	6322	47118
1183	6327	47110
1184	6332	47107
1185	6337	47097
1186	6342	47089
1187	6347	47082
1188	6351	47070
1189	6356	47059
1190	6362	47058
1191	6367	47049
1192	6372	47045
1193	6377	47032
1194	6382	47027
1195	6387	47020
1196	6392	47010
1197	6397	47006
1198	6402	46996
1199	6407	46985
1200	6412	46979
1201	6416	46968
1202	6422	46961
1203	6426	46951
1204	6432	46947
1205	6437	46938
1206	6442	46934
1207	6448	46929
1208	6453	46922
1209	6458	46921
1210	6464	46915
1211	6469	46906
1212	6473	46897
1213	6478	46887
1214	6483	46880
1215	6488	46873
1216	6493	46864
1217	6498	46854
1218	6503	46845
1219	6508	46841
1220	6513	46830
1221	6518	46824
1222	6523	46816
1223	6528	46809
1224	6533	46799
1225	6538	46790
1226	6543	46785
1227	6548	46775
1228	6552	46765
1229	6558	46761
1230	6563	46751
1231	6568	46744
1232	6573	46736
1233	6577	46727
1234	6583	46720
1235	6587	46709
1236	6592	46704
1237	6598	46698
1238	6602	46688
1239	6609	46690
1240	6613	46679
1241	6619	46674
1242	6623	46665
1243	6628	46656
1244	6632	46644
1245	6638	46642
1246	6643	46632
1247	6648	46627
1248	6654	46626
1249	6659	46616
1250	6664	46611
1251	6670	46609
1252	6676	46604
1253	6681	46599
1254	6686	46593
1255	6691	46582
1256	6696	46574
1257	6701	46566
1258	6705	46556
1259	6710	46549
1260	6715	46542
1261	6720	46534
1262	6726	46528
1263	6730	46517
1264	6735	46508
1265	6739	46495
1266	6744	46488
1267	6749	46482
1268	6754	46474
1269	6759	46467
1270	6765	46463
1271	6769	46452
1272	6774	46445
1273	6780	46440
1274	6784	46428
1275	6788	46415
1276	6793	46405
1277	6799	46402
1278	6804	46398
1279	6810	46393
1280	6815	46387
1281	6819	46378
1282	6824	46370
1283	6829	46362
1284	6834	46354
1285	6839	46344
1286	6844	46336
1287	6849	46332
1288	6854	46323
1289	6859	46313
1290	6864	46308
1291	6869	46301
1292	6874	46293
1293	6879	46288
1294	6884	46278
1295	6889	46269
1296	6894	46262
1297	6899	46258
1298	6905	46253
1299	6914	46276
1300	6920	46271
1301	6925	46264
1302	6929	46253
1303	6934	46243
1304	6939	46234
1305	6944	46230
1306	6949	46219
1307	6954	46212
1308	6959	46209
1309	6965	46204
1310	6970	46197
1311	6975	46188
1312	6979	46176
1313	6984	46171
1314	6990	46167
1315	6995	46161
1316	7001	46158
1317	7006	46154
1318	7011	46144
1319	7015	46132
1320	7020	46125
1321	7026	46121
1322	7031	46115
1323	7035	46105
1324	7041	46099
1325	7046	46096
1326	7052	46091
1327	7057	46087
1328	7062	46080
1329	7067	46072
1330	7072	46066
1331	7077	46057
1332	7082	46046
1333	7087	46041
1334	7092	46032
1335	7096	46021
1336	7102	46018
1337	7107	46013
1338	7112	46006
1339	7117	45998
1340	7122	45991
1341	7127	45984
1342	7132	45974
1343	7137	45971
1344	7143	45965
1345	7148	45959
1346	7153	45954
1347	7158	45943
1348	7164	45942
1349	7169	45936
1350	7174	45929
1351	7179	45922
1352	7184	45918
1353	7189	45906
1354	7193	45894
1355	7198	45886
1356	7203	45882
1357	7209	45879
1358	7213	45868
1359	7218	45860
1360	7224	45855
1361	7228	45846
1362	7234	45840
1363	7239	45833
1364	7245	45832
1365	7250	45827
1366	7255	45819
1367	7259	45809
1368	7264	45802
1369	7269	45793
1370	7276	45796
1371	7281	45789
1372	7286	45780
1373	7290	45770
1374	7295	45764
1375	7300	45757
1376	7305	45748
1377	7310	45738
1378	7315	45731
1379	7320	45724
1380	7324	45714
1381	7330	45709
1382	7334	45699
1383	7339	45690
1384	7343	45679
1385	7348	45669
1386	7353	45663
1387	7357	45653
1388	7363	45648
1389	7368	45641
1390	7373	45634
1391	7378	45627
1392	7383	45621
1393	7388	45610
1394	7393	45603
1395	7398	45598
1396	7403	45590
1397	7408	45583
1398	7413	45579
1399	7418	45571
1400	7425	45572
1401	7429	45562
1402	7433	45552
1403	7439	45547
1404	7445	45544
1405	7449	45534
1406	7455	45533
1407	7460	45523
1408	7465	45516
1409	7470	45508
1410	7474	45499
1411	7479	45489
1412	7483	45479
1413	7489	45475
1414	7494	45468
1415	7499	45462
1416	7504	45455
1417	7509	45448
1418	7514	45442
1419	7519	45436
1420	7524	45426
1421	7529	45418
1422	7533	45407
1423	7538	45402
1424	7543	45392
1425	7548	45387
1426	7554	45387
1427	7559	45380
1428	7564	45368
1429	7569	45362
1430	7574	45355
1431	7579	45348
1432	7584	45341
1433	7588	45331
1434	7593	45323
1435	7598	45317
1436	7604	45314
1437	7609	45307
1438	7614	45303
1439	7620	45299
1440	7625	45295
1441	7631	45289
1442	7636	45285
1443	7641	45278
1444	7646	45272
1445	7652	45267
1446	7657	45261
1447	7662	45252
1448	7667	45245
1449	7672	45238
1450	7675	45223
1451	7680	45214
1452	7685	45208
1453	7690	45199
1454	7695	45193
1455	7700	45189
1456	7706	45184
1457	7710	45174
1458	7715	45168
1459	7720	45161
1460	7725	45151
1461	7731	45149
1462	7736	45142
1463	7741	45134
1464	7745	45127
1465	7750	45117
1466	7755	45109
1467	7760	45101
1468	7765	45094
1469	7770	45087
1470	7774	45077
1471	7779	45070
1472	7784	45063
1473	7789	45056
1474	7794	45051
1475	7799	45044
1476	7804	45037
1477	7809	45029
1478	7814	45020
1479	7819	45013
1480	7824	45007
1481	7829	45001
1482	7838	45017
1483	7844	45018
1484	7849	45009
1485	7854	45001
1486	7859	44996
1487	7864	44985
1488	7868	44976
1489	7873	44967
1490	7878	44962
1491	7883	44957
1492	7889	44953
1493	7894	44945
1494	7899	44940
1495	7903	44929
1496	7909	44926
1497	7915	44922
1498	7921	44922
1499	7926	44915
1500	7931	44907
1501	7935	44899
1502	7940	44890
1503	7944	44880
1504	7949	44872
1505	7955	44870
1506	7960	44864
1507	7965	44858
1508	7971	44853
1509	7976	44846
1510	7981	44839
1511	7985	44830
1512	7990	44824
1513	7995	44815
1514	8001	44811
1515	8005	44803
1516	8011	44799
1517	8016	44792
1518	8021	44785
1519	8027	44782
1520	8031	44772
1521	8036	44767
1522	8041	44756
1523	8045	44748
1524	8050	44742
1525	8056	44737
1526	8060	44727
1527	8066	44723
1528	8071	44719
1529	8076	44711
1530	8081	44706
1531	8086	44699
1532	8092	44693
1533	8096	44684
1534	8101	44677
1535	8106	44668
1536	8111	44662
1537	8116	44655
1538	8121	44649
1539	8126	44641
1540	8131	44634
1541	8136	44626
1542	8140	44616
1543	8145	44610
1544	8150	44603
1545	8155	44597
1546	8160	44588
1547	8165	44581
1548	8170	44574
1549	8174	44564
1550	8179	44555
1551	8184	44551
1552	8188	44539
1553	8193	44532
1554	8198	44527
1555	8203	44519
1556	8209	44515
1557	8214	44508
1558	8219	44501
1559	8226	44504
1560	8231	44498
1561	8235	44489
1562	8240	44482
1563	8245	44476
1564	8250	44468
1565	8254	44457
1566	8259	44450
1567	8264	44443
1568	8269	44436
1569	8274	44427
1570	8279	44420
1571	8284	44413
1572	8288	44406
1573	8294	44404
1574	8299	44396
1575	8304	44388
1576	8309	44382
1577	8314	44373
1578	8318	44366
1579	8324	44362
1580	8329	44355
1581	8333	44345
1582	8338	44334
1583	8343	44327
1584	8347	44320
1585	8352	44312
1586	8357	44306
1587	8362	44298
1588	8366	44287
1589	8371	44278
1590	8376	44270
1591	8381	44266
1592	8387	44262
1593	8391	44254
1594	8397	44249
1595	8401	44241
1596	8406	44233
1597	8411	44227
1598	8418	44232
1599	8424	44228
1600	8429	44221
1601	8434	44216
1602	8439	44210
1603	8444	44203
1604	8449	44195
1605	8454	44189
1606	8458	44179
1607	8463	44169
1608	8468	44164
1609	8473	44157
1610	8478	44150
1611	8483	44141
1612	8487	44134
1613	8492	44126
1614	8497	44119
1615	8502	44113
1616	8507	44105
1617	8512	44098
1618	8517	44091
1619	8522	44083
1620	8527	44076
1621	8531	44066
1622	8536	44060
1623	8541	44055
1624	8546	44047
1625	8552	44043
1626	8557	44037
1627	8562	44030
1628	8566	44021
1629	8572	44017
1630	8576	44008
1631	8581	44001
1632	8586	43993
1633	8591	43987
1634	8596	43981
1635	8601	43975
1636	8606	43969
1637	8611	43962
1638	8617	43959
1639	8622	43953
1640	8627	43945
1641	8632	43940
1642	8637	43933
1643	8642	43926
1644	8647	43920
1645	8652	43915
1646	8656	43904
1647	8662	43900
1648	8667	43893
1649	8672	43885
1650	8676	43878
1651	8682	43872
1652	8686	43864
1653	8691	43856
1654	8696	43849
1655	8701	43844
1656	8706	43835
1657	8710	43826
1658	8715	43820
1659	8720	43811
1660	8725	43806
1661	8731	43802
1662	8736	43799
1663	8741	43791
1664	8746	43784
1665	8751	43776
1666	8756	43772
1667	8761	43764
1668	8766	43757
1669	8770	43748
1670	8775	43739
1671	8780	43733
1672	8785	43726
1673	8790	43720
1674	8794	43712
1675	8800	43706
1676	8804	43698
1677	8809	43690
